corpus	sent_id	left	node	right	node_sentences	senses	category
ind_mixed_2012_1M	401947	_ Tugas untuk pekerjaan rumah, buatlah tulisan esai satu lebar folio	mengenai	_elaksanaan Prinsip-prinsip Jurnalisme di Indonesia dan khususnya di Papua_	_ Tugas untuk pekerjaan rumah, buatlah tulisan esai satu lebar folio <m>mengenai</m> _elaksanaan Prinsip-prinsip Jurnalisme di Indonesia dan khususnya di Papua_	NA	prep
ind_mixed_2012_1M	504978	Ini meneguhkan kembali apa yang telah dibela oleh Aghios Gregorius Palamas	mengenai	_engalaman Energi Ilahi_yang telah dinyatakan sebagai bagian dari ajaran resmi Gereja Orthodox.	Ini meneguhkan kembali apa yang telah dibela oleh Aghios Gregorius Palamas <m>mengenai</m> _engalaman Energi Ilahi_yang telah dinyatakan sebagai bagian dari ajaran resmi Gereja Orthodox.	NA	prep
ind_mixed_2012_1M	527178	_Kemudian pokok yang terakhir berbicara	mengenai	_enjagaan orang-orang kudus_ yaitu mereka yang sudah betul-betul diselamatkan (mendapatkan kebangkitan jiwa yang baru) tidak dapat kehilangan keselamatan mereka.	_Kemudian pokok yang terakhir berbicara <m>mengenai</m> _enjagaan orang-orang kudus_ yaitu mereka yang sudah betul-betul diselamatkan (mendapatkan kebangkitan jiwa yang baru) tidak dapat kehilangan keselamatan mereka.	NA	prep
ind_mixed_2012_1M	504206	Pada pagi hari pertama, topik diskusi yang dibahas adalah	mengenai	_enyelamatan Darurat Selama Gempa Bumi Pakistan_	Pada pagi hari pertama, topik diskusi yang dibahas adalah <m>mengenai</m> _enyelamatan Darurat Selama Gempa Bumi Pakistan_	NA	prep
ind_mixed_2012_1M	946937	Jadi pokok pembahasan dari Amsal 8 ini bukan mengenai Yesus Kristus, namun	mengenai	_ersonikasi_hikmat atau kepandaian.	Jadi pokok pembahasan dari Amsal 8 ini bukan mengenai Yesus Kristus, namun <m>mengenai</m> _ersonikasi_hikmat atau kepandaian.	NA	prep
ind_mixed_2012_1M	102181	Biarlah _ang waktu_yang akan menjawabnya nanti	mengenai	_atrio_tersebut, karena itu sudah menjadi hak dan kehendak Gusti.	Biarlah _ang waktu_yang akan menjawabnya nanti <m>mengenai</m> _atrio_tersebut, karena itu sudah menjadi hak dan kehendak Gusti.	NA	prep
ind_mixed_2012_1M	497851	Jadi suatu produk harus dapat menciptakan sebuah dialog -emosi- yang personal sifatnya dengan customer	mengenai	_ebuah isu yang paling menarik_bagi mereka.	Jadi suatu produk harus dapat menciptakan sebuah dialog -emosi- yang personal sifatnya dengan customer <m>mengenai</m> _ebuah isu yang paling menarik_bagi mereka.	NA	prep
ind_mixed_2012_1M	842680	Kalibrasi adalah pengukuran mengenai fisiologis seseorang sehingga kita bisa tahu	mengenai	_tate_nya.	Kalibrasi adalah pengukuran mengenai fisiologis seseorang sehingga kita bisa tahu <m>mengenai</m> _tate_nya.	NA	prep
ind_mixed_2012_1M	372744	Mereka mengaku _kecuali Gereja Ethiopia yang tetap mempertahankan rumusan _onofisit_ tetap memegang ajaran Orthodox yang satu dan yang sama, kecuali dalam hal rumusan	mengenai	_abiat Kristus.	Mereka mengaku _kecuali Gereja Ethiopia yang tetap mempertahankan rumusan _onofisit_ tetap memegang ajaran Orthodox yang satu dan yang sama, kecuali dalam hal rumusan <m>mengenai</m> _abiat Kristus.	NA	prep
ind_mixed_2012_1M	352927	2. Sastra Agama	mengenai	_attwa_mengajarkan _himsa_yaitu tanpa kekerasan dan tidak membunuh.	2. Sastra Agama <m>mengenai</m> _attwa_mengajarkan _himsa_yaitu tanpa kekerasan dan tidak membunuh.	NA	prep
ind_mixed_2012_1M	221574	Ia tidak bisa diangkat menjadi pendeta karena tidak mengakui Kidung Agung sebagai bagian dari Kitab Suci dan tidak mau menerima pengakuan	mengenai	_urunnya Yesus ke dalam kerajaan maut_	Ia tidak bisa diangkat menjadi pendeta karena tidak mengakui Kidung Agung sebagai bagian dari Kitab Suci dan tidak mau menerima pengakuan <m>mengenai</m> _urunnya Yesus ke dalam kerajaan maut_	NA	prep
ind_mixed_2012_1M	37136	Misalnya, bagaimana tanggapan peserta didik tentang kebijakan baru yang diberlakukan di sekolah	mengenai	_eningkatan Ketertiban_	Misalnya, bagaimana tanggapan peserta didik tentang kebijakan baru yang diberlakukan di sekolah <m>mengenai</m> _eningkatan Ketertiban_	NA	prep
ind_mixed_2012_1M	573279	Dan masing-masing rukun itu, berkisar di atas sepuluh pokok : Rukun Pertama : mengenai ma'rifah (	mengenai	) dzat Allah Ta'ala dan berkisar di atas sepuluh pokok.	Dan masing-masing rukun itu, berkisar di atas sepuluh pokok : Rukun Pertama : mengenai ma'rifah (<m>mengenai</m>) dzat Allah Ta'ala dan berkisar di atas sepuluh pokok.	NA	prep
ind_mixed_2012_1M	363009	Karena berbagai sebab, setiap peserta memandang (memberikan definisi	mengenai	) situasi atau aspek dari situasi itu (yakni pelaku itu sendiri, pelaku yang lain) dengan cara yang berlainan.	Karena berbagai sebab, setiap peserta memandang (memberikan definisi <m>mengenai</m>) situasi atau aspek dari situasi itu (yakni pelaku itu sendiri, pelaku yang lain) dengan cara yang berlainan.	NA	prep
ind_mixed_2012_1M	343083	Dia juga menyebut dari Muhammad ibn `Ali al-Ajiri sebagai berkata: _uatu ketika saya bertanya Abu Dawud	mengenai	`Ali ibn Hashim ibn al-Barid.	Dia juga menyebut dari Muhammad ibn `Ali al-Ajiri sebagai berkata: _uatu ketika saya bertanya Abu Dawud <m>mengenai</m> `Ali ibn Hashim ibn al-Barid.	NA	prep
ind_mixed_2012_1M	461354	4. Apa yang dapat Anda artikan dari ajaran Alkitab	mengenai	"1. ""baptisan dalam Roh Kudus"" dan 2. ""kepenuhan Roh Kudus""?"	"4. Apa yang dapat Anda artikan dari ajaran Alkitab <m>mengenai</m> 1. ""baptisan dalam Roh Kudus"" dan 2. ""kepenuhan Roh Kudus""?"	NA	prep
ind_mixed_2012_1M	242883	Selain mengontrol pembangunan kota atas, perlindungan terhadap bangunan tua bersejarah yang sudah tercantum dalam surat keputusan walikota	mengenai	101 bangunan bersejarah sejatinya harus dilakukan.	Selain mengontrol pembangunan kota atas, perlindungan terhadap bangunan tua bersejarah yang sudah tercantum dalam surat keputusan walikota <m>mengenai</m> 101 bangunan bersejarah sejatinya harus dilakukan.	NA	prep
ind_mixed_2012_1M	313945	Karena itu, suatu negara yang telah menyatakan komitmennya atas suatu tarif, ia tidak dapat semena-mena menaikkan tingkat tarif yang telah ia sepakati, kecuali diikuti dengan negoisasi	mengenai	19 Departement Perdagangan RI, Op.cit., hlm.	Karena itu, suatu negara yang telah menyatakan komitmennya atas suatu tarif, ia tidak dapat semena-mena menaikkan tingkat tarif yang telah ia sepakati, kecuali diikuti dengan negoisasi <m>mengenai</m> 19 Departement Perdagangan RI, Op.cit., hlm.	NA	prep
ind_mixed_2012_1M	5446	~	Mengenai	2 buah pertanyaan yang sering ditanyakan kepada para vegan: 1. Dari manakah Anda mendapatkan protein?	<m>Mengenai</m> 2 buah pertanyaan yang sering ditanyakan kepada para vegan: 1. Dari manakah Anda mendapatkan protein?	NA	prep
ind_mixed_2012_1M	138273	""" Meskipun mendukung Tritunggal, sumber itu mengatakan"	mengenai	"2 Korintus 13:13 (14): ""Kita tidak dapat dengan tepat menarik kesimpulan bahwa mereka memiliki wewenang yang sama, atau sifat yang sama."	""" Meskipun mendukung Tritunggal, sumber itu mengatakan <m>mengenai</m> 2 Korintus 13:13 (14): ""Kita tidak dapat dengan tepat menarik kesimpulan bahwa mereka memiliki wewenang yang sama, atau sifat yang sama."	NA	prep
ind_mixed_2012_1M	163651	Berikut petunjuk yang kami terima	mengenai	3 langkah untuk mencari formula yang tepat saat membuat navigasi: Pertama, tentukan MWR atau Most Wanted Response mu.	Berikut petunjuk yang kami terima <m>mengenai</m> 3 langkah untuk mencari formula yang tepat saat membuat navigasi: Pertama, tentukan MWR atau Most Wanted Response mu.	NA	prep
ind_mixed_2012_1M	186645	Untuk studi tersebut, para peneliti di State University of New York mengumpulkan data dari rumah dan melalui telefon	mengenai	3.128 anak yang dilahirkan antara 1998 dan 2000.	Untuk studi tersebut, para peneliti di State University of New York mengumpulkan data dari rumah dan melalui telefon <m>mengenai</m> 3.128 anak yang dilahirkan antara 1998 dan 2000.	NA	prep
ind_mixed_2012_1M	962100	Ceritanya	mengenai	4 sahabat yg memiliki kekuatan supernatural, yg dihadiahi oleh teman mereka semasa kecil yg menderita kelainan mental.	Ceritanya <m>mengenai</m> 4 sahabat yg memiliki kekuatan supernatural, yg dihadiahi oleh teman mereka semasa kecil yg menderita kelainan mental.	NA	prep
ind_mixed_2012_1M	686648	Pendahuluannya diawali dengan risalah-risalah	mengenai	72 jenis pengetahuan (nana) dan jenis-jenis pandangan (ditthi) spekulatif yang salah.	Pendahuluannya diawali dengan risalah-risalah <m>mengenai</m> 72 jenis pengetahuan (nana) dan jenis-jenis pandangan (ditthi) spekulatif yang salah.	NA	prep
ind_mixed_2012_1M	608060	~	Mengenai	8 program desa, saya setuju sekali Pak.	<m>Mengenai</m> 8 program desa, saya setuju sekali Pak.	NA	prep
ind_mixed_2012_1M	744558	~	Mengenai	Abi Yazid Al-Bustami ra. yang tersebut di atas, maka tak benar mengenai apa yang diceriterakan terhadap dirinya.	<m>Mengenai</m> Abi Yazid Al-Bustami ra. yang tersebut di atas, maka tak benar mengenai apa yang diceriterakan terhadap dirinya.	NA	prep
ind_mixed_2012_1M	59020	Yusril juga mengklarifikasi adanya kesalahpahaman selama ini	mengenai	abolisi.	Yusril juga mengklarifikasi adanya kesalahpahaman selama ini <m>mengenai</m> abolisi.	NA	prep
ind_mixed_2012_1M	792072	Terima kasih telah menyediakan waktu untuk berbagi pandangan Anda	mengenai	aborsi.	Terima kasih telah menyediakan waktu untuk berbagi pandangan Anda <m>mengenai</m> aborsi.	NA	prep
ind_mixed_2012_1M	558708	Ibna Hafsah menanyakan	mengenai	Abu Muljam kepada suaminya.	Ibna Hafsah menanyakan <m>mengenai</m> Abu Muljam kepada suaminya.	NA	prep
ind_mixed_2012_1M	578327	Kami baru saja berbincang-bincang tentang fleksibel sebagai suatu sikap hidup yang sehat, dan bagi Anda yang berminat untuk mengetahui lebih lanjut	mengenai	acara ini kami persilakan Anda menghubungi kami lewat surat.	Kami baru saja berbincang-bincang tentang fleksibel sebagai suatu sikap hidup yang sehat, dan bagi Anda yang berminat untuk mengetahui lebih lanjut <m>mengenai</m> acara ini kami persilakan Anda menghubungi kami lewat surat.	NA	prep
ind_mixed_2012_1M	576523	Kami baru saja berbincang-bincang tentang Menjadi Sahabat Buat Istri, bagi Anda yang berminat untuk mengetahui lebih lanjut	mengenai	acara ini, kami persilakan Anda menghubungi kami lewat surat.	Kami baru saja berbincang-bincang tentang Menjadi Sahabat Buat Istri, bagi Anda yang berminat untuk mengetahui lebih lanjut <m>mengenai</m> acara ini, kami persilakan Anda menghubungi kami lewat surat.	NA	prep
ind_mixed_2012_1M	447607	Sedang bagi Anda yang berminat untuk mengetahui lebih lanjut	mengenai	acara ini, kami persilakan Anda menghubungi kami lewat surat.	Sedang bagi Anda yang berminat untuk mengetahui lebih lanjut <m>mengenai</m> acara ini, kami persilakan Anda menghubungi kami lewat surat.	NA	prep
ind_mixed_2012_1M	605535	Banyak buku yang menjelaskan secara rinci	mengenai	acara ini.	Banyak buku yang menjelaskan secara rinci <m>mengenai</m> acara ini.	NA	prep
ind_mixed_2012_1M	51839	Selain laporan 'Cara Hidup Alternatif', juga disajikan berita	mengenai	acara pesta Organisasi Pelindung Ternak di New York, termasuk wawancara dengan selebriti sebagai bentuk penghargaan atas upaya Maha Guru Ching Hai bagi para satwa.	Selain laporan 'Cara Hidup Alternatif', juga disajikan berita <m>mengenai</m> acara pesta Organisasi Pelindung Ternak di New York, termasuk wawancara dengan selebriti sebagai bentuk penghargaan atas upaya Maha Guru Ching Hai bagi para satwa.	NA	prep
ind_mixed_2012_1M	740372	BM: Syukur kalau saudara telah mengakuinya, sekarang kita bicarakan soal-soal lainnya, dan saya serahkan kepada saudara saja	mengenai	acaranya.	BM: Syukur kalau saudara telah mengakuinya, sekarang kita bicarakan soal-soal lainnya, dan saya serahkan kepada saudara saja <m>mengenai</m> acaranya.	NA	prep
ind_mixed_2012_1M	932859	Untuk pertama kalinya _olitik domestik_yang diterapkan regime Jakarta	mengenai	Aceh telah terbuka lebar menuju _nternasionalisasi_dalam skala mondial.	Untuk pertama kalinya _olitik domestik_yang diterapkan regime Jakarta <m>mengenai</m> Aceh telah terbuka lebar menuju _nternasionalisasi_dalam skala mondial.	NA	prep
ind_mixed_2012_1M	680311	Tapi 2 hari setelah PKA, dibuka, Zakaria dan Chairul Harun secara bersamaan mengirim sural kepada redaksi di Jakarta; mengusulkan agar bahan-bahan yang mereka peroleh bisa dipakai sebagai laporan utama	mengenai	Aceh.	Tapi 2 hari setelah PKA, dibuka, Zakaria dan Chairul Harun secara bersamaan mengirim sural kepada redaksi di Jakarta; mengusulkan agar bahan-bahan yang mereka peroleh bisa dipakai sebagai laporan utama <m>mengenai</m> Aceh.	NA	prep
ind_mixed_2012_1M	176047	Jadi kalau dengar - siapapun yang khotbah ya - saudara dengar FT	mengenai	ada ini - percaya saja.	Jadi kalau dengar - siapapun yang khotbah ya - saudara dengar FT <m>mengenai</m> ada ini - percaya saja.	NA	prep
ind_mixed_2012_1M	47305	KABAR BURUK: Ayat di dalam Q.S 3:49, yang mengatakan bahwa Kristus sama dengan Adam, justru bertentangan dengan apa yang dikatakan di dalam bagian-bagian lain di dalam Al-Quran	mengenai	Adam dan Kristus.	KABAR BURUK: Ayat di dalam Q.S 3:49, yang mengatakan bahwa Kristus sama dengan Adam, justru bertentangan dengan apa yang dikatakan di dalam bagian-bagian lain di dalam Al-Quran <m>mengenai</m> Adam dan Kristus.	NA	prep
ind_mixed_2012_1M	550917	Saya dari sini (samping gerbang pertama masuk masjid, red) melihat tidak ada aktivitas peribadatan,? jelas Wakapolres saat ditanya	mengenai	adanya aktivitas shalat Jumat oleh Jemaat Ahmadiyah di Masjid Baitul Rahim pasca dirusak.	Saya dari sini (samping gerbang pertama masuk masjid, red) melihat tidak ada aktivitas peribadatan,? jelas Wakapolres saat ditanya <m>mengenai</m> adanya aktivitas shalat Jumat oleh Jemaat Ahmadiyah di Masjid Baitul Rahim pasca dirusak.	NA	prep
ind_mixed_2012_1M	91536	Janji-janji yang menyerahkan keputusan ke tangan majikan	mengenai	adanya alasan memaksa dalam arti Pasal 1603 n, adalah batal.	Janji-janji yang menyerahkan keputusan ke tangan majikan <m>mengenai</m> adanya alasan memaksa dalam arti Pasal 1603 n, adalah batal.	NA	prep
ind_mixed_2012_1M	871676	Perjanjian yang menyerahkan keputusan ke tangan buruh	mengenai	adanya alasan mendesak dalam arti Pasal 1603 n, adalah batal.	Perjanjian yang menyerahkan keputusan ke tangan buruh <m>mengenai</m> adanya alasan mendesak dalam arti Pasal 1603 n, adalah batal.	NA	prep
ind_mixed_2012_1M	276271	~	Mengenai	adanya atau dipergunakannya alat tersebut pada zaman Nabi, maka kentongan pun harus diperkenankan.	<m>Mengenai</m> adanya atau dipergunakannya alat tersebut pada zaman Nabi, maka kentongan pun harus diperkenankan.	NA	prep
ind_mixed_2012_1M	14323	~	Mengenai	adanya dua fraksi di DPRD Sumsel yang menolak dan akan melakukan rapat kerja khusus di Komisi IV terkait penyelenggaran Miss Indonesia itu, Elianuddin malah mempertanyakan dasar hukum rapat tersebut.	<m>Mengenai</m> adanya dua fraksi di DPRD Sumsel yang menolak dan akan melakukan rapat kerja khusus di Komisi IV terkait penyelenggaran Miss Indonesia itu, Elianuddin malah mempertanyakan dasar hukum rapat tersebut.	NA	prep
ind_mixed_2012_1M	353159	Penyelidikan umum : penyelidikan pendahuluan secara geologi atas suatu wilayah izin pertambangan untuk tujuan mengumpulkan data awal	mengenai	adanya endapan bahan galilan dan menentukan apakah selanjutnya perlu penelitian secara rinci.	Penyelidikan umum : penyelidikan pendahuluan secara geologi atas suatu wilayah izin pertambangan untuk tujuan mengumpulkan data awal <m>mengenai</m> adanya endapan bahan galilan dan menentukan apakah selanjutnya perlu penelitian secara rinci.	NA	prep
ind_mixed_2012_1M	757236	Bahkan, ada pula yang memberikan penjelasan	mengenai	adanya gaya seolah-olah menarik mobil ke kendaraan yang di depan.	Bahkan, ada pula yang memberikan penjelasan <m>mengenai</m> adanya gaya seolah-olah menarik mobil ke kendaraan yang di depan.	NA	prep
ind_mixed_2012_1M	24970	Untuk jangka panjang, sekarang ini dibahas Bappeda	mengenai	adanya jalan Jangli-Undip maupun jalan tembus dari belakang Undip sampai Kelurahan Mangunharjo via lapangan tembak Kodam IV/ Diponegoro.	Untuk jangka panjang, sekarang ini dibahas Bappeda <m>mengenai</m> adanya jalan Jangli-Undip maupun jalan tembus dari belakang Undip sampai Kelurahan Mangunharjo via lapangan tembak Kodam IV/ Diponegoro.	NA	prep
ind_mixed_2012_1M	985339	Juru Bicara Fraksi Demokrat Junaedi Sirait mengatakan Pokok LPj yang dipersoalkan	mengenai	adanya kejanggalan pos pengeluaran anggaran di beberapa Dinas seperti Dinas Binamarga dan Pengairan setempat senilai 652 juta rupiah.	Juru Bicara Fraksi Demokrat Junaedi Sirait mengatakan Pokok LPj yang dipersoalkan <m>mengenai</m> adanya kejanggalan pos pengeluaran anggaran di beberapa Dinas seperti Dinas Binamarga dan Pengairan setempat senilai 652 juta rupiah.	NA	prep
ind_mixed_2012_1M	794890	Beberapa komisi menyatakan masih menerima aduan	mengenai	adanya kendaraan berat yang melakukan bongkar muat dalam kota akibatnya usia jalan di wilayah tersebut menjadi pendek dan memicu kemacetan lalu lintas.	Beberapa komisi menyatakan masih menerima aduan <m>mengenai</m> adanya kendaraan berat yang melakukan bongkar muat dalam kota akibatnya usia jalan di wilayah tersebut menjadi pendek dan memicu kemacetan lalu lintas.	NA	prep
ind_mixed_2012_1M	475445	~	Mengenai	adanya media yang memuat atau tidak, menurut Astraatmadja, tergantung kebijakan dan selera masing-masing redaktur.	<m>Mengenai</m> adanya media yang memuat atau tidak, menurut Astraatmadja, tergantung kebijakan dan selera masing-masing redaktur.	NA	prep
ind_mixed_2012_1M	750671	Melalui kehebatan mantra jaringan televisi, perdiksi ilmiah	mengenai	adanya multi jagad dan realita telah diwujudkan melalui sistem hiburan di rumah kita.	Melalui kehebatan mantra jaringan televisi, perdiksi ilmiah <m>mengenai</m> adanya multi jagad dan realita telah diwujudkan melalui sistem hiburan di rumah kita.	NA	prep
ind_mixed_2012_1M	673611	~	Mengenai	adanya mutasi besar _besaran ditubuh Polres dan Polresta Bogor Aqua Dwipayana menganggap sudah tepat dan bisa mengantisipasi tindak kriminal yang semakin merajalela.	<m>Mengenai</m> adanya mutasi besar _besaran ditubuh Polres dan Polresta Bogor Aqua Dwipayana menganggap sudah tepat dan bisa mengantisipasi tindak kriminal yang semakin merajalela.	NA	prep
ind_mixed_2012_1M	379457	~	Mengenai	adanya orang dari Dinas Perikanan yang memberikan izin pembukaan hutan mangrove, menjadi tambak perikanan di hutan lindung, hal itu terjadi karena adanya kesalahan sistem yang terjadi pada masa lalu.	<m>Mengenai</m> adanya orang dari Dinas Perikanan yang memberikan izin pembukaan hutan mangrove, menjadi tambak perikanan di hutan lindung, hal itu terjadi karena adanya kesalahan sistem yang terjadi pada masa lalu.	NA	prep
ind_mixed_2012_1M	457879	Menerima dan menghayati multikulturalisme berarti pertama-tama ada pengakuan	mengenai	adanya orang lain dalam keberbedaan dan keberlainannya.	Menerima dan menghayati multikulturalisme berarti pertama-tama ada pengakuan <m>mengenai</m> adanya orang lain dalam keberbedaan dan keberlainannya.	NA	prep
